"Year","Month","Day","Line","NumberOfOutliers"
2013,11,6,326,3
2013,12,31,217,1
2013,11,3,329,1
2013,11,3,328,8
2013,11,3,326,5
2013,11,3,325,1
2013,11,3,324,3
2013,11,3,323,6
2013,11,3,322,7
2013,11,3,321,7
2013,11,8,379,3
2013,11,8,378,6
2013,11,6,850,1
2013,11,6,851,1
2013,11,6,852,2
2013,10,1,584,2
2013,10,11,910,12
2013,10,11,913,1
2013,10,11,915,4
2013,10,11,914,3
2013,10,1,851,2
2013,10,8,786,1
2013,10,1,859,1
2013,10,29,371,5
2013,10,29,378,1
2013,12,5,315,1
2013,12,12,580,2
2013,10,16,651,1
2013,10,7,2295,4
2013,10,16,652,1
2013,11,25,460,1
2013,11,30,2305,2
2013,10,10,181,1
2013,10,10,180,3
2013,10,10,184,1
2013,12,4,2295,1
2013,10,22,107,1
2013,10,2,723,1
2013,12,19,747,1
2013,12,19,744,1
2013,12,19,745,1
2013,10,16,389,1
2013,10,16,388,2
2013,12,29,497,1
2013,10,16,385,2
2013,10,16,384,1
2013,10,16,383,1
2013,10,16,381,1
2013,10,16,380,3
2013,11,11,247,1
2013,11,30,239,1
2013,12,29,840,2
2013,12,29,841,5
2013,12,30,465,1
2013,10,1,2332,2
2013,12,14,696,2
2013,10,31,584,3
2013,12,14,690,1
2013,12,26,363,1
2013,12,26,360,1
2013,12,31,866,2
2013,10,7,915,3
2013,12,8,161,4
2013,11,1,2343,2
2013,11,7,349,1
2013,11,7,348,1
2013,12,17,607,2
2013,12,17,606,1
2013,12,17,601,3
2013,12,17,600,2
2013,12,21,123,1
2013,12,17,609,1
2013,12,21,125,2
2013,10,7,913,1
2013,11,5,110,1
2013,11,5,111,1
2013,11,24,922,1
2013,11,5,318,2
2013,11,24,924,2
2013,10,5,126,1
2013,12,11,513,2
2013,12,11,512,5
2013,12,12,635,1
2013,10,5,128,2
2013,10,17,342,2
2013,10,17,348,2
2013,10,15,570,3
2013,12,12,634,2
2013,9,28,484,1
2013,10,23,778,1
2013,11,11,700,1
2013,12,11,638,1
2013,12,11,639,1
2013,11,4,513,1
2013,11,4,512,3
2013,12,11,636,6
2013,12,11,634,4
2013,12,11,635,1
2013,11,23,503,1
2013,11,29,345,1
2013,11,29,349,1
2013,10,15,759,1
2013,12,4,606,1
2013,10,3,172,1
2013,10,15,750,2
2013,10,15,756,1
2013,12,12,636,1
2013,11,4,2344,2
2013,11,4,2343,2
2013,11,4,2342,3
2013,12,11,184,1
2013,12,11,180,2
2013,12,14,639,1
2013,10,9,2114,1
2013,9,27,433,1
2013,9,27,922,1
2013,12,3,178,1
2013,10,9,2111,1
2013,10,2,121,1
2013,10,6,898,1
2013,10,2,123,1
2013,12,16,569,3
2013,11,25,924,1
2013,10,15,910,11
2013,12,1,922,1
2013,12,1,924,2
2013,12,1,925,1
2013,12,6,875,1
2013,9,27,696,1
2013,11,23,178,2
2013,9,27,690,1
2013,10,19,689,2
2013,12,20,459,1
2013,12,16,781,3
2013,12,16,782,3
2013,12,28,915,1
2013,9,28,864,1
2013,9,28,866,1
2013,12,10,161,3
2013,10,6,329,3
2013,10,6,328,15
2013,10,6,323,15
2013,10,6,322,11
2013,10,6,321,7
2013,10,6,326,1
2013,10,8,312,1
2013,10,6,324,2
2013,10,9,838,1
2013,12,9,460,1
2013,10,7,884,3
2013,10,9,386,2
2013,10,9,384,1
2013,10,9,837,1
2013,11,3,154,2
2013,10,31,209,1
2013,10,28,133,1
2013,10,11,614,3
2013,11,9,398,1
2013,10,28,136,2
2013,11,12,155,1
2013,11,12,154,1
2013,11,9,397,2
2013,10,18,752,1
2013,10,1,734,1
2013,11,12,2802,1
2013,9,30,497,1
2013,12,11,396,7
2013,12,11,2381,15
2013,9,30,498,1
2013,12,5,126,1
2013,12,5,120,1
2013,12,26,884,1
2013,12,11,398,19
2013,10,18,922,1
2013,12,31,689,1
2013,10,18,924,1
2013,12,7,513,3
2013,12,7,512,5
2013,12,18,119,4
2013,12,18,110,5
2013,12,18,111,2
2013,12,13,813,1
2013,11,4,867,1
2013,10,22,376,2
2013,11,4,864,2
2013,10,22,373,1
2013,10,22,379,1
2013,10,10,173,3
2013,12,24,328,12
2013,11,2,413,1
2013,10,28,397,1
2013,12,24,321,4
2013,10,10,570,1
2013,12,24,323,3
2013,12,24,324,2
2013,12,24,326,2
2013,11,23,774,1
2013,10,29,415,1
2013,12,17,857,1
2013,12,8,570,1
2013,10,4,217,1
2013,10,26,2145,1
2013,11,10,180,4
2013,11,10,181,4
2013,11,8,330,1
2013,11,10,184,6
2013,12,27,238,1
2013,11,7,422,1
2013,12,21,804,6
2013,10,10,790,4
2013,12,16,2018,2
2013,12,8,315,1
2013,11,8,338,1
2013,12,12,2333,6
2013,11,25,711,1
2013,12,12,2336,9
2013,12,12,2335,7
2013,12,5,2014,2
2013,11,26,758,1
2013,10,6,663,2
2013,10,1,181,1
2013,10,6,669,1
2013,10,15,322,5
2013,10,15,323,5
2013,10,15,321,3
2013,10,15,326,4
2013,10,15,327,2
2013,10,15,324,6
2013,10,15,325,2
2013,10,15,328,6
2013,10,15,329,2
2013,12,20,841,3
2013,12,20,840,3
2013,12,20,843,1
2013,12,20,849,3
2013,12,12,369,1
2013,11,9,474,1
2013,11,9,476,1
2013,12,30,2307,1
2013,12,10,936,2
2013,12,17,410,3
2013,12,17,413,4
2013,12,17,415,8
2013,12,21,663,1
2013,12,5,946,1
2013,12,27,901,1
2013,10,19,871,1
2013,12,17,555,1
2013,12,11,381,1
2013,12,5,801,1
2013,12,5,178,2
2013,11,11,910,10
2013,12,2,635,1
2013,12,2,634,4
2013,11,8,2307,3
2013,10,30,184,1
2013,11,8,2305,2
2013,10,30,181,2
2013,11,8,2302,1
2013,10,30,183,1
2013,10,18,463,1
2013,11,26,2295,1
2013,11,27,128,1
2013,11,27,129,1
2013,11,27,124,1
2013,11,27,127,2
2013,11,27,120,1
2013,12,22,584,4
2013,12,23,513,1
2013,12,22,583,8
2013,12,22,580,2
2013,10,8,298,1
2013,10,1,338,7
2013,12,24,2336,14
2013,12,24,2337,1
2013,12,11,379,9
2013,12,11,378,7
2013,12,24,2333,4
2013,12,24,663,1
2013,12,11,373,1
2013,12,11,371,6
2013,12,11,370,7
2013,12,2,910,3
2013,10,30,239,1
2013,12,11,374,2
2013,12,13,836,2
2013,11,1,127,3
2013,12,13,834,1
2013,12,21,2145,1
2013,12,13,833,4
2013,11,12,306,1
2013,11,1,126,3
2013,9,30,390,1
2013,9,30,393,2
2013,9,30,394,2
2013,9,30,397,2
2013,11,9,898,2
2013,11,8,318,1
2013,11,1,123,2
2013,12,2,915,4
2013,11,8,315,2
2013,11,8,316,1
2013,12,6,600,1
2013,12,14,850,5
2013,11,6,836,1
2013,11,6,837,2
2013,11,6,834,2
2013,11,6,835,3
2013,11,28,2342,1
2013,10,11,936,2
2013,11,10,321,7
2013,12,13,781,3
2013,12,13,782,4
2013,12,13,786,3
2013,12,19,184,7
2013,12,19,186,2
2013,12,19,180,5
2013,12,19,183,1
2013,12,5,370,1
2013,12,5,375,1
2013,10,16,678,1
2013,10,5,485,1
2013,11,25,485,1
2013,11,25,483,1
2013,10,22,162,1
2013,10,22,161,1
2013,11,9,277,1
2013,12,31,238,1
2013,12,19,761,1
2013,12,23,771,2
2013,11,5,2332,1
2013,11,5,2334,1
2013,11,5,2338,2
2013,10,16,457,2
2013,10,16,456,1
2013,12,15,830,1
2013,10,28,277,1
2013,10,29,312,1
2013,10,29,313,2
2013,12,21,328,2
2013,11,2,601,1
2013,12,21,321,2
2013,12,21,323,2
2013,12,21,322,1
2013,12,21,326,2
2013,11,24,498,1
2013,12,19,2018,1
2013,12,19,2015,1
2013,10,22,781,1
2013,10,8,125,1
2013,11,7,366,3
2013,11,7,363,2
2013,11,7,362,5
2013,10,18,2342,2
2013,10,18,2343,2
2013,11,5,136,2
2013,11,7,369,7
2013,11,7,368,1
2013,11,24,277,1
2013,12,2,382,1
2013,11,5,420,1
2013,9,28,382,3
2013,11,5,426,9
2013,11,4,651,1
2013,11,4,652,1
2013,10,18,124,1
2013,10,18,127,1
2013,12,11,570,3
2013,12,7,261,1
2013,10,17,369,2
2013,10,17,367,1
2013,10,17,362,2
2013,10,17,363,1
2013,12,18,915,4
2013,10,3,371,1
2013,12,18,910,4
2013,10,15,513,1
2013,10,3,378,1
2013,12,18,919,1
2013,10,27,570,1
2013,12,15,161,2
2013,12,17,2309,2
2013,12,15,696,4
2013,11,11,760,2
2013,11,11,762,1
2013,11,11,765,1
2013,11,11,764,2
2013,11,11,766,1
2013,12,11,615,1
2013,10,18,696,1
2013,10,30,758,2
2013,11,29,363,2
2013,11,27,351,1
2013,11,27,350,1
2013,10,3,110,1
2013,10,24,311,1
2013,12,17,629,2
2013,10,24,314,1
2013,12,17,627,2
2013,12,17,624,2
2013,12,17,622,1
2013,12,17,621,6
2013,11,11,584,1
2013,11,11,580,1
2013,11,11,583,1
2013,9,29,178,3
2013,10,20,701,1
2013,11,23,401,1
2013,10,29,940,1
2013,10,14,498,1
2013,12,4,483,1
2013,10,14,497,2
2013,12,4,485,1
2013,12,9,155,2
2013,12,9,405,1
2013,11,1,525,2
2013,12,16,232,3
2013,9,30,759,1
2013,11,25,901,1
2013,12,16,239,5
2013,12,16,238,2
2013,12,6,850,1
2013,11,6,485,2
2013,12,29,229,1
2013,10,2,247,1
2013,11,3,2336,1
2013,11,26,569,3
2013,12,20,474,1
2013,12,22,910,7
2013,12,22,915,5
2013,10,11,402,2
2013,10,14,2381,1
2013,11,6,155,1
2013,11,6,157,1
2013,11,12,821,1
2013,11,12,825,1
2013,10,8,378,1
2013,12,3,569,1
2013,12,25,650,1
2013,12,25,653,1
2013,9,30,701,2
2013,10,14,940,1
2013,12,19,513,4
2013,12,19,512,7
2013,12,4,220,1
2013,12,23,183,2
2013,10,7,864,1
2013,10,7,867,5
2013,10,7,866,1
2013,12,23,186,1
2013,10,24,866,1
2013,11,6,2331,1
2013,11,12,934,1
2013,11,6,2336,1
2013,10,11,630,1
2013,12,13,318,1
2013,10,11,634,8
2013,10,11,635,2
2013,10,11,638,1
2013,12,25,382,1
2013,12,13,315,1
2013,11,12,178,1
2013,11,12,399,1
2013,9,27,2145,1
2013,12,1,944,1
2013,10,16,781,2
2013,12,10,2802,2
2013,11,4,133,3
2013,11,4,132,3
2013,10,18,901,2
2013,12,7,2345,1
2013,10,17,629,2
2013,10,27,825,2
2013,10,17,623,1
2013,11,8,884,3
2013,12,18,132,4
2013,12,18,133,8
2013,12,18,136,4
2013,11,29,629,1
2013,10,22,317,1
2013,12,30,813,2
2013,12,7,2336,13
2013,12,31,550,1
2013,10,17,190,1
2013,12,31,557,6
2013,11,29,2305,1
2013,11,8,123,1
2013,11,8,121,1
2013,11,8,126,1
2013,11,8,127,1
2013,11,25,349,1
2013,11,8,128,3
2013,11,2,161,3
2013,11,2,162,6
2013,12,24,341,1
2013,12,12,513,1
2013,12,26,570,4
2013,10,29,448,1
2013,11,7,756,1
2013,10,29,128,1
2013,12,21,868,3
2013,12,21,869,3
2013,11,5,635,1
2013,11,5,634,3
2013,12,27,217,1
2013,12,5,2381,2
2013,10,1,247,11
2013,12,3,369,1
2013,12,8,330,1
2013,12,3,362,1
2013,12,3,363,1
2013,11,1,209,1
2013,11,1,201,1
2013,10,28,511,1
2013,10,28,513,1
2013,10,28,512,3
2013,11,9,181,3
2013,10,23,180,1
2013,12,17,366,4
2013,10,23,184,2
2013,11,30,570,1
2013,10,19,2345,1
2013,10,19,2344,3
2013,10,19,2343,3
2013,10,19,2342,2
2013,10,3,584,1
2013,10,15,300,3
2013,10,3,580,1
2013,10,15,651,1
2013,11,10,512,5
2013,10,17,2295,4
2013,12,20,869,3
2013,12,20,868,3
2013,11,2,837,1
2013,9,28,583,3
2013,10,3,634,4
2013,12,16,688,2
2013,12,16,689,1
2013,12,16,685,4
2013,12,16,687,5
2013,12,16,936,3
2013,10,3,639,1
2013,10,24,457,1
2013,12,17,472,4
2013,12,17,473,2
2013,12,17,476,2
2013,12,17,474,3
2013,12,17,475,1
2013,12,15,570,4
2013,10,19,850,1
2013,12,22,615,1
2013,12,9,369,1
2013,12,9,366,7
2013,12,9,362,1
2013,12,9,363,2
2013,12,9,360,5
2013,12,9,361,1
2013,12,20,393,3
2013,12,20,392,1
2013,12,20,395,2
2013,12,20,394,1
2013,12,20,397,4
2013,12,20,396,2
2013,11,11,934,1
2013,12,2,650,1
2013,11,4,306,1
2013,10,18,484,4
2013,10,18,485,1
2013,11,5,621,2
2013,12,7,895,2
2013,12,7,893,2
2013,12,22,512,4
2013,12,7,898,9
2013,12,20,136,1
2013,12,20,133,2
2013,10,4,836,1
2013,12,16,157,3
2013,10,4,838,1
2013,12,11,395,8
2013,12,11,394,5
2013,12,11,397,37
2013,11,12,369,1
2013,12,11,393,33
2013,12,11,392,2
2013,11,12,362,2
2013,11,12,363,1
2013,11,12,367,1
2013,10,9,2307,1
2013,9,27,712,1
2013,10,9,2302,1
2013,10,22,323,11
2013,10,9,2309,1
2013,10,9,2308,1
2013,11,8,335,1
2013,11,8,334,1
2013,10,30,2310,2
2013,12,5,689,1
2013,12,3,871,1
2013,12,6,629,1
2013,11,25,132,3
2013,12,3,873,1
2013,11,5,132,6
2013,12,31,119,4
2013,12,12,737,1
2013,10,27,759,1
2013,10,9,759,1
2013,12,19,162,2
2013,12,19,161,4
2013,10,9,750,3
2013,12,23,570,4
2013,10,9,752,1
2013,11,5,133,1
2013,10,9,756,1
2013,11,30,2344,9
2013,11,30,2343,4
2013,12,31,110,3
2013,11,12,583,1
2013,12,9,868,3
2013,9,30,513,1
2013,10,8,126,1
2013,9,30,511,1
2013,10,8,120,1
2013,10,27,126,2
2013,12,11,301,1
2013,10,27,128,1
2013,10,16,925,1
2013,10,16,924,8
2013,10,16,923,1
2013,10,16,922,2
2013,10,16,928,1
2013,10,11,405,3
2013,10,28,217,1
2013,12,1,183,1
2013,12,12,190,1
2013,12,17,2145,1
2013,12,1,181,3
2013,10,7,292,5
2013,10,29,339,1
2013,10,7,298,1
2013,12,5,350,1
2013,11,2,623,1
2013,11,2,622,1
2013,12,26,322,1
2013,11,9,663,2
2013,10,17,382,1
2013,12,26,328,3
2013,12,7,309,1
2013,12,13,2295,1
2013,12,7,301,1
2013,10,2,837,2
2013,10,2,836,1
2013,10,2,835,1
2013,10,2,834,1
2013,10,2,830,1
2013,11,5,2310,1
2013,10,2,838,4
2013,12,15,360,2
2013,12,15,366,6
2013,12,9,525,1
2013,11,5,405,1
2013,11,5,154,1
2013,11,5,155,4
2013,11,24,217,1
2013,11,3,821,1
2013,10,5,162,1
2013,12,11,804,12
2013,10,5,161,4
2013,12,11,557,1
2013,12,11,803,1
2013,12,11,802,1
2013,10,17,386,2
2013,10,17,384,3
2013,10,17,385,2
2013,10,21,859,1
2013,10,17,383,1
2013,10,17,381,1
2013,10,21,852,1
2013,10,3,352,1
2013,10,3,350,1
2013,10,15,821,1
2013,12,18,934,2
2013,12,11,2329,2
2013,11,11,747,2
2013,10,30,884,2
2013,11,11,748,1
2013,10,30,736,1
2013,10,14,709,1
2013,10,1,383,7
2013,10,1,380,10
2013,10,1,381,1
2013,10,1,386,5
2013,10,1,384,3
2013,10,1,385,5
2013,11,8,922,1
2013,10,3,136,2
2013,10,1,388,2
2013,10,1,389,2
2013,10,3,133,2
2013,10,3,132,1
2013,12,4,934,1
2013,10,15,790,1
2013,12,17,869,3
2013,12,17,868,3
2013,12,17,864,6
2013,12,17,867,3
2013,12,6,366,4
2013,12,17,861,4
2013,12,6,360,1
2013,11,25,696,1
2013,12,17,862,1
2013,11,4,2303,1
2013,11,4,2302,2
2013,11,4,2307,1
2013,11,4,2305,1
2013,12,21,2335,8
2013,12,21,2336,6
2013,12,21,2333,2
2013,10,29,922,2
2013,10,29,924,3
2013,12,3,133,1
2013,10,2,162,3
2013,12,16,217,1
2013,12,10,634,3
2013,12,24,120,1
2013,12,9,173,2
2013,12,9,172,1
2013,12,24,121,1
2013,10,11,238,1
2013,12,9,178,2
2013,12,24,127,1
2013,10,5,834,1
2013,11,6,315,1
2013,12,7,935,1
2013,12,7,934,2
2013,12,24,125,1
2013,10,2,229,1
2013,11,26,239,1
2013,11,12,2381,7
2013,10,2,226,1
2013,12,22,935,1
2013,10,7,901,2
2013,11,12,802,1
2013,9,27,388,2
2013,12,25,678,1
2013,12,13,483,1
2013,9,27,385,2
2013,10,6,363,1
2013,12,13,485,4
2013,12,19,570,2
2013,10,7,843,1
2013,10,7,846,1
2013,10,26,924,1
2013,10,21,363,2
2013,11,12,110,2
2013,12,25,901,4
2013,12,10,324,1
2013,12,9,825,2
2013,12,9,824,1
2013,12,22,426,1
2013,12,9,821,4
2013,10,29,888,1
2013,12,9,822,9
2013,12,5,161,1
2013,11,7,803,1
2013,12,18,484,2
2013,12,2,461,1
2013,11,6,178,1
2013,11,4,111,2
2013,11,4,110,2
2013,11,6,173,1
2013,11,6,170,1
2013,10,5,498,1
2013,12,19,398,7
2013,11,26,128,1
2013,12,13,217,1
2013,10,27,804,2
2013,12,19,394,1
2013,12,19,397,1
2013,10,5,497,1
2013,11,8,924,6
2013,12,18,360,7
2013,11,27,2145,1
2013,11,8,925,1
2013,11,3,261,2
2013,12,18,154,3
2013,12,18,155,1
2013,11,5,353,2
2013,12,30,833,1
2013,12,30,830,1
2013,10,7,338,1
2013,10,7,335,1
2013,10,7,334,1
2013,12,30,839,6
2013,12,31,570,5
2013,10,7,330,1
2013,10,7,2332,7
2013,12,17,866,3
2013,10,7,2336,1
2013,12,24,366,8
2013,11,25,363,1
2013,12,24,360,2
2013,12,24,361,3
2013,12,24,363,1
2013,12,17,863,1
2013,12,26,513,2
2013,12,26,512,4
2013,10,16,689,3
2013,10,29,456,1
2013,12,21,840,8
2013,12,21,841,3
2013,10,19,378,2
2013,12,21,849,1
2013,12,18,2145,1
2013,10,22,330,1
2013,12,16,691,2
2013,12,3,301,1
2013,12,16,696,1
2013,11,26,121,1
2013,12,27,498,1
2013,12,14,771,5
2013,10,31,405,1
2013,10,1,580,2
2013,12,17,462,4
2013,12,13,690,1
2013,11,5,329,3
2013,11,26,934,4
2013,12,17,183,3
2013,12,17,180,2
2013,12,17,181,1
2013,12,21,512,6
2013,12,21,513,2
2013,12,17,184,3
2013,12,20,804,6
2013,12,2,261,1
2013,12,16,914,1
2013,12,16,915,3
2013,12,16,917,2
2013,12,16,662,2
2013,12,16,663,1
2013,12,30,2344,1
2013,12,30,2345,5
2013,10,10,910,15
2013,12,17,455,9
2013,12,17,456,3
2013,12,17,457,10
2013,12,17,322,7
2013,12,16,919,1
2013,12,16,669,1
2013,11,5,327,2
2013,12,1,2018,1
2013,11,5,210,2
2013,10,22,866,2
2013,11,28,580,1
2013,11,28,583,1
2013,11,28,584,1
2013,10,22,864,1
2013,10,6,624,1
2013,12,22,634,7
2013,11,4,328,12
2013,11,4,329,3
2013,11,4,324,5
2013,11,4,325,2
2013,11,4,326,5
2013,11,4,327,1
2013,11,4,321,1
2013,11,4,322,8
2013,11,4,323,5
2013,11,8,2343,2
2013,11,8,2342,1
2013,11,8,2344,2
2013,12,24,569,5
2013,10,3,127,1
2013,11,3,2111,1
2013,11,8,484,1
2013,10,14,512,2
2013,10,3,901,1
2013,12,20,119,1
2013,12,24,629,1
2013,11,28,328,2
2013,11,28,324,1
2013,11,28,321,1
2013,11,28,323,5
2013,11,28,322,2
2013,11,12,345,2
2013,12,13,873,3
2013,12,13,871,2
2013,12,31,180,3
2013,10,30,2331,1
2013,11,6,313,1
2013,11,25,110,2
2013,10,1,835,3
2013,12,3,689,1
2013,10,1,837,1
2013,10,1,838,2
2013,12,3,934,2
2013,12,10,201,1
2013,10,27,324,5
2013,10,27,326,4
2013,10,27,321,5
2013,10,27,323,7
2013,10,27,322,4
2013,11,10,935,2
2013,11,10,934,2
2013,10,27,329,5
2013,12,10,184,1
2013,12,23,229,3
2013,11,6,318,1
2013,10,16,635,4
2013,10,16,634,13
2013,10,16,639,1
2013,12,13,298,1
2013,11,9,945,1
2013,11,9,946,1
2013,10,2,786,2
2013,10,2,781,1
2013,10,2,783,1
2013,11,3,388,1
2013,12,31,901,1
2013,11,3,382,1
2013,10,16,940,1
2013,10,10,922,5
2013,10,10,924,5
2013,10,28,940,1
2013,11,23,901,2
2013,12,13,128,5
2013,11,30,298,1
2013,10,11,465,2
2013,10,11,464,8
2013,12,13,120,1
2013,12,13,121,2
2013,12,13,124,1
2013,12,13,125,1
2013,12,13,126,1
2013,12,13,127,1
2013,12,26,308,1
2013,12,12,315,1
2013,12,26,653,1
2013,12,26,650,1
2013,11,24,181,1
2013,12,31,850,6
2013,11,4,924,5
2013,11,24,184,3
2013,12,24,513,3
2013,12,7,324,1
2013,12,7,326,1
2013,12,27,2345,4
2013,12,7,321,6
2013,12,7,322,6
2013,12,7,323,5
2013,11,3,924,4
2013,12,7,328,8
2013,9,27,2295,2
2013,10,16,498,2
2013,10,16,497,5
2013,10,11,170,1
2013,11,5,170,1
2013,11,5,172,2
2013,11,5,173,3
2013,11,5,178,1
2013,11,4,696,1
2013,11,4,692,1
2013,12,7,229,1
2013,12,11,825,5
2013,12,11,824,1
2013,11,23,652,1
2013,12,11,822,5
2013,11,23,650,1
2013,12,22,934,2
2013,12,7,226,1
2013,10,3,332,1
2013,10,15,802,1
2013,10,18,824,1
2013,9,28,908,1
2013,9,28,326,3
2013,12,8,277,1
2013,12,31,321,3
2013,10,20,689,2
2013,12,13,2111,1
2013,12,4,910,2
2013,11,8,901,7
2013,12,4,915,2
2013,12,23,2802,2
2013,12,17,847,1
2013,12,17,846,1
2013,12,15,309,1
2013,12,17,843,1
2013,12,17,842,1
2013,12,17,841,3
2013,12,17,840,3
2013,12,21,181,2
2013,10,28,634,7
2013,12,17,669,1
2013,12,21,184,2
2013,12,17,849,1
2013,12,21,186,1
2013,11,28,132,3
2013,12,12,121,1
2013,10,29,901,5
2013,12,29,155,2
2013,12,10,782,1
2013,12,12,922,1
2013,12,9,119,1
2013,10,11,2338,2
2013,10,11,2334,1
2013,12,9,110,2
2013,12,15,2345,3
2013,12,13,685,1
2013,12,15,2343,1
2013,10,11,2331,1
2013,12,16,277,3
2013,10,23,378,2
2013,10,5,851,1
2013,9,27,382,2
2013,10,5,859,1
2013,12,7,915,6
2013,10,15,119,1
2013,12,24,2338,1
2013,10,14,180,1
2013,10,15,110,1
2013,12,10,569,2
2013,10,7,924,3
2013,10,7,922,1
2013,9,28,790,1
2013,12,13,465,1
2013,12,13,464,10
2013,12,13,460,2
2013,12,13,462,2
2013,10,6,388,1
2013,12,25,616,1
2013,10,9,898,1
2013,12,16,498,4
2013,12,16,497,4
2013,10,26,901,1
2013,11,6,378,1
2013,12,25,925,1
2013,12,25,924,2
2013,12,25,922,1
2013,10,17,838,1
2013,12,12,172,1
2013,12,20,569,4
2013,12,9,807,1
2013,10,17,835,1
2013,12,22,409,1
2013,10,17,837,3
2013,11,4,170,1
2013,11,4,173,3
2013,11,4,172,1
2013,11,6,190,1
2013,11,12,758,1
2013,11,4,178,5
2013,11,12,753,1
2013,11,12,750,1
2013,12,19,804,8
2013,12,19,801,1
2013,10,9,238,1
2013,12,13,803,1
2013,10,9,232,2
2013,12,18,178,1
2013,12,18,173,1
2013,12,7,822,3
2013,10,18,2334,1
2013,10,18,2332,1
2013,10,11,859,1
2013,11,12,133,3
2013,11,12,132,1
2013,12,17,348,3
2013,10,11,678,1
2013,11,12,136,1
2013,12,7,821,5
2013,10,7,318,1
2013,12,2,315,2
2013,10,7,313,1
2013,10,7,312,1
2013,11,29,2342,2
2013,11,29,2344,1
2013,12,17,349,2
2013,11,2,120,1
2013,11,2,121,2
2013,12,24,382,4
2013,11,2,125,1
2013,11,2,126,1
2013,11,2,127,3
2013,11,25,309,1
2013,12,26,824,1
2013,12,26,821,1
2013,12,26,822,1
2013,10,19,229,1
2013,12,8,512,3
2013,12,8,513,2
2013,10,29,476,1
2013,10,4,2017,1
2013,10,4,2018,1
2013,12,24,650,1
2013,10,20,2345,1
2013,11,10,121,1
2013,10,16,570,1
2013,9,29,584,3
2013,9,29,583,1
2013,9,29,580,2
2013,11,8,326,6
2013,11,8,327,2
2013,11,30,608,1
2013,12,17,781,2
2013,12,3,322,5
2013,12,3,323,3
2013,12,3,324,2
2013,12,3,325,1
2013,12,3,327,1
2013,12,3,328,6
2013,9,29,634,5
2013,10,10,484,1
2013,11,25,778,1
2013,10,19,485,2
2013,10,19,484,1
2013,10,23,416,1
2013,11,29,485,2
2013,11,29,484,1
2013,12,9,498,1
2013,12,20,822,4
2013,12,20,821,7
2013,11,2,871,1
2013,12,20,825,6
2013,12,20,824,1
2013,11,4,779,1
2013,11,4,778,1
2013,11,9,497,1
2013,11,10,209,1
2013,11,9,498,1
2013,10,17,229,1
2013,12,16,392,2
2013,12,16,393,16
2013,12,16,390,2
2013,12,16,391,3
2013,12,16,396,2
2013,12,16,397,17
2013,12,16,394,1
2013,12,16,395,2
2013,12,17,341,5
2013,12,16,398,7
2013,12,16,399,2
2013,12,17,306,3
2013,11,11,462,1
2013,11,11,463,1
2013,11,5,232,1
2013,12,9,497,1
2013,11,29,229,1
2013,9,27,866,2
2013,11,26,914,1
2013,11,26,915,3
2013,11,26,910,6
2013,11,26,913,2
2013,12,9,322,4
2013,12,9,323,7
2013,12,9,326,2
2013,11,9,2338,2
2013,12,9,324,2
2013,12,27,689,1
2013,11,9,2334,1
2013,12,9,328,5
2013,12,9,329,1
2013,12,20,358,1
2013,11,4,349,2
2013,12,24,813,1
2013,11,4,344,1
2013,10,1,326,20
2013,11,27,183,2
2013,11,27,181,1
2013,11,27,184,4
2013,10,1,172,1
2013,10,24,415,1
2013,12,18,782,1
2013,10,3,922,1
2013,11,24,634,8
2013,10,3,924,4
2013,12,18,786,1
2013,12,20,178,1
2013,12,24,603,1
2013,10,27,483,1
2013,12,13,850,7
2013,12,13,851,4
2013,12,13,852,7
2013,10,9,2343,5
2013,9,30,880,1
2013,12,29,366,7
2013,12,13,858,1
2013,9,30,884,1
2013,12,29,363,1
2013,10,9,2344,1
2013,11,1,606,1
2013,12,22,653,1
2013,12,22,650,1
2013,12,25,2343,1
2013,12,25,2344,3
2013,12,25,2345,5
2013,11,24,328,5
2013,12,19,128,2
2013,12,3,914,2
2013,10,27,309,2
2013,12,3,910,4
2013,12,19,123,1
2013,12,19,120,2
2013,12,19,126,1
2013,12,3,919,1
2013,12,19,125,2
2013,12,23,201,1
2013,11,10,915,3
2013,11,10,914,2
2013,10,9,934,3
2013,12,20,689,1
2013,11,10,910,9
2013,12,17,327,1
2013,9,30,711,1
2013,9,30,229,2
2013,12,29,771,2
2013,11,8,472,1
2013,10,7,128,1
2013,12,31,924,2
2013,10,7,125,1
2013,10,27,161,3
2013,10,7,127,1
2013,12,31,922,1
2013,10,28,786,1
2013,10,11,339,2
2013,10,11,338,5
2013,10,11,335,4
2013,10,11,334,4
2013,12,14,569,5
2013,11,23,924,1
2013,10,11,330,1
2013,10,11,445,3
2013,10,11,332,4
2013,12,13,184,6
2013,12,17,2101,1
2013,10,5,512,3
2013,12,7,696,4
2013,12,5,393,4
2013,12,5,392,1
2013,12,5,397,5
2013,12,5,395,1
2013,12,5,394,2
2013,12,5,398,1
2013,11,24,438,1
2013,11,4,908,1
2013,12,4,2309,1
2013,11,4,906,1
2013,12,4,2305,1
2013,11,4,901,1
2013,12,16,852,3
2013,12,31,433,1
2013,12,7,342,1
2013,11,3,908,1
2013,12,29,584,1
2013,11,3,901,2
2013,11,3,906,1
2013,12,17,321,2
2013,9,30,157,2
2013,10,28,2251,1
2013,12,29,580,2
2013,12,29,583,1
2013,11,30,410,1
