"Year","Month","Day","Line","NumberOfOutliers"
2013,12,9,472,2
2013,12,17,583,4
2013,10,17,915,9
2013,10,17,914,1
2013,10,19,924,11
2013,12,15,663,4
2013,12,27,893,2
2013,12,27,898,7
2013,11,6,524,1
2013,11,29,315,1
2013,10,14,229,1
2013,12,4,635,1
2013,12,4,634,2
2013,12,20,401,1
2013,12,20,409,1
2013,12,27,580,3
2013,11,11,888,1
2013,12,17,826,1
2013,10,20,802,1
2013,10,20,805,1
2013,12,4,184,1
2013,12,4,181,1
2013,12,4,180,2
2013,12,7,840,3
2013,10,3,859,1
2013,12,12,349,1
2013,12,1,915,6
2013,12,1,914,1
2013,11,4,2112,2
2013,12,22,2017,1
2013,12,6,822,2
2013,11,4,2114,1
2013,12,6,821,2
2013,11,28,239,1
2013,10,2,298,1
2013,12,7,849,2
2013,12,16,778,4
2013,12,16,779,1
2013,12,22,944,1
2013,9,30,120,2
2013,12,16,773,4
2013,12,10,2303,1
2013,12,10,2308,2
2013,9,28,851,1
2013,11,12,873,2
2013,11,12,871,1
2013,9,30,125,1
2013,10,8,324,1
2013,10,8,326,1
2013,10,8,321,1
2013,12,3,821,1
2013,10,8,322,1
2013,10,14,910,10
2013,10,14,913,2
2013,10,14,914,3
2013,10,8,328,2
2013,10,1,2251,6
2013,10,9,802,1
2013,10,7,760,1
2013,10,27,162,1
2013,11,3,161,2
2013,11,3,162,2
2013,10,31,232,1
2013,12,14,329,1
2013,12,14,328,9
2013,12,12,120,2
2013,12,14,321,6
2013,12,14,323,8
2013,12,14,322,7
2013,12,14,326,3
2013,12,22,2345,4
2013,9,30,463,2
2013,12,13,345,1
2013,9,30,460,1
2013,12,30,338,1
2013,12,5,110,1
2013,10,10,837,1
2013,10,11,570,1
2013,12,12,570,1
2013,10,10,298,2
2013,12,19,898,10
2013,12,19,2329,4
2013,12,19,895,1
2013,12,19,893,5
2013,11,5,914,1
2013,11,5,915,2
2013,11,5,913,2
2013,11,5,910,11
2013,11,5,312,1
2013,11,5,313,2
2013,10,22,838,1
2013,11,5,315,2
2013,11,30,696,4
2013,10,10,901,7
2013,12,30,840,3
2013,12,30,841,2
2013,11,6,825,1
2013,12,30,849,3
2013,11,8,178,2
2013,11,8,170,2
2013,11,8,173,2
2013,11,8,172,1
2013,12,6,2329,2
2013,10,11,337,5
2013,11,2,426,1
2013,11,24,584,2
2013,11,24,580,1
2013,11,24,583,3
2013,11,30,524,1
2013,12,24,934,1
2013,10,10,678,1
2013,12,7,154,3
2013,10,29,178,1
2013,12,8,584,3
2013,12,8,583,4
2013,10,29,173,1
2013,12,8,580,1
2013,10,20,2017,1
2013,10,31,830,1
2013,10,1,232,17
2013,12,8,360,6
2013,12,8,366,10
2013,11,1,701,1
2013,11,10,405,1
2013,10,4,172,1
2013,10,26,415,1
2013,12,17,910,2
2013,11,9,2017,1
2013,12,17,915,5
2013,12,17,914,1
2013,12,17,917,1
2013,12,15,473,1
2013,12,17,919,1
2013,10,6,136,1
2013,10,6,696,4
2013,10,15,379,2
2013,10,15,378,7
2013,10,19,2333,1
2013,10,15,375,4
2013,10,15,374,1
2013,10,19,2338,3
2013,12,16,183,4
2013,12,16,181,1
2013,12,16,180,2
2013,12,31,2329,6
2013,12,16,184,3
2013,12,21,584,5
2013,12,21,580,1
2013,12,21,583,3
2013,11,27,176,1
2013,11,12,2018,1
2013,11,12,2015,3
2013,11,12,2014,1
2013,11,12,2017,2
2013,9,30,121,2
2013,12,10,383,2
2013,12,10,382,10
2013,11,27,178,1
2013,12,30,2336,10
2013,12,30,2335,7
2013,12,30,2333,4
2013,12,30,2338,1
2013,12,21,635,1
2013,12,21,634,7
2013,12,5,933,1
2013,12,27,934,1
2013,12,5,936,1
2013,12,5,934,2
2013,12,5,465,1
2013,10,18,781,1
2013,12,4,378,1
2013,12,25,162,2
2013,12,14,2335,6
2013,12,14,2336,10
2013,12,14,2333,1
2013,12,31,884,2
2013,12,5,856,1
2013,12,5,852,1
2013,11,5,825,1
2013,11,11,940,1
2013,11,8,2336,1
2013,11,8,2337,1
2013,11,8,2334,1
2013,11,8,2332,4
2013,10,2,2329,1
2013,11,8,2331,1
2013,12,29,2334,1
2013,12,29,2336,5
2013,11,8,2338,2
2013,10,18,438,1
2013,10,27,398,1
2013,12,7,712,1
2013,10,27,397,1
2013,11,3,570,2
2013,12,5,584,1
2013,10,4,884,1
2013,12,3,2344,3
2013,12,24,696,1
2013,12,11,342,2
2013,12,11,344,1
2013,11,12,460,1
2013,11,12,463,1
2013,11,12,462,2
2013,11,12,465,1
2013,11,12,464,1
2013,12,13,570,6
2013,10,19,569,4
2013,11,3,312,1
2013,11,8,345,1
2013,11,8,341,1
2013,11,8,348,1
2013,12,14,868,4
2013,12,14,869,3
2013,11,1,330,1
2013,11,6,840,1
2013,11,23,880,1
2013,10,1,847,1
2013,10,11,901,5
2013,10,11,906,1
2013,10,1,843,3
2013,12,13,752,1
2013,10,11,908,2
2013,11,12,689,3
2013,10,1,848,1
2013,12,5,328,1
2013,12,5,326,1
2013,12,5,322,1
2013,12,5,323,2
2013,12,16,339,1
2013,11,30,2333,1
2013,10,18,2801,1
2013,10,26,871,1
2013,12,26,935,1
2013,12,26,934,1
2013,10,22,136,1
2013,10,22,132,1
2013,10,18,893,1
2013,10,8,155,2
2013,10,2,711,2
2013,10,2,846,1
2013,10,2,847,1
2013,10,2,840,1
2013,11,5,2342,1
2013,11,5,2343,4
2013,11,5,2344,2
2013,11,5,2345,2
2013,10,2,848,1
2013,10,16,460,2
2013,10,16,393,2
2013,10,16,394,4
2013,12,15,869,2
2013,10,16,397,3
2013,12,27,361,3
2013,12,27,650,1
2013,11,23,2251,1
2013,10,15,569,2
2013,10,11,2295,7
2013,12,21,350,1
2013,11,9,634,9
2013,12,8,119,3
2013,12,17,614,2
2013,12,17,615,1
2013,12,28,2336,1
2013,12,17,611,3
2013,12,21,136,3
2013,11,7,337,1
2013,11,7,330,1
2013,12,21,133,5
2013,12,2,358,1
2013,11,7,623,1
2013,12,15,398,14
2013,11,5,457,1
2013,11,5,455,1
2013,11,4,663,1
2013,10,18,154,1
2013,10,5,133,1
2013,10,18,157,2
2013,10,17,335,2
2013,10,17,334,1
2013,10,17,332,1
2013,10,17,338,2
2013,12,9,183,1
2013,12,9,180,5
2013,12,9,181,1
2013,12,9,184,4
2013,12,9,756,1
2013,12,15,133,2
2013,12,15,132,1
2013,11,11,712,1
2013,10,30,782,1
2013,10,30,786,2
2013,10,28,2801,1
2013,11,3,178,7
2013,10,24,328,10
2013,10,14,201,1
2013,10,14,750,1
2013,10,24,322,5
2013,10,24,323,9
2013,10,15,742,1
2013,10,14,759,1
2013,9,28,721,1
2013,11,11,570,1
2013,12,12,324,1
2013,11,4,292,1
2013,11,4,298,4
2013,11,6,513,1
2013,12,11,348,2
2013,10,30,569,1
2013,12,21,2344,2
2013,12,21,2345,4
2013,12,11,349,1
2013,12,21,2343,2
2013,10,21,747,1
2013,10,6,867,1
2013,12,16,570,2
2013,12,1,663,3
2013,12,1,935,1
2013,12,1,934,2
2013,12,23,2344,2
2013,12,23,2345,3
2013,12,6,804,3
2013,12,6,805,1
2013,12,6,801,1
2013,12,6,803,1
2013,12,11,849,6
2013,11,23,161,1
2013,11,27,583,3
2013,11,27,580,1
2013,10,9,2295,2
2013,10,2,277,2
2013,11,26,512,1
2013,11,8,847,1
2013,12,16,795,1
2013,12,16,790,2
2013,12,20,422,1
2013,11,6,107,2
2013,10,6,318,2
2013,10,3,313,1
2013,10,6,315,2
2013,10,6,312,1
2013,10,1,455,6
2013,12,3,513,1
2013,12,3,512,1
2013,12,19,524,1
2013,10,9,393,2
2013,10,9,397,1
2013,10,9,396,1
2013,10,28,125,1
2013,10,28,126,1
2013,10,28,127,2
2013,10,28,121,3
2013,10,28,123,1
2013,12,13,322,9
2013,9,30,484,1
2013,12,13,326,3
2013,12,13,327,2
2013,12,13,324,2
2013,12,29,663,2
2013,12,13,328,13
2013,11,9,388,1
2013,12,29,669,1
2013,12,10,2329,6
2013,12,26,898,1
2013,10,19,701,2
2013,10,22,584,1
2013,12,19,2342,1
2013,12,26,895,1
2013,12,19,2345,3
2013,12,19,2344,1
2013,12,9,852,1
2013,10,18,934,2
2013,12,31,696,2
2013,11,5,934,1
2013,11,5,935,1
2013,12,18,2111,1
2013,12,26,761,1
2013,11,4,852,1
2013,10,22,363,2
2013,11,29,650,1
2013,12,30,864,2
2013,12,30,868,1
2013,12,31,525,1
2013,10,16,2112,1
2013,12,22,513,2
2013,12,17,848,1
2013,11,8,155,3
2013,11,2,155,1
2013,11,2,154,1
2013,11,2,405,2
2013,10,1,846,1
2013,11,2,401,1
2013,12,6,2303,1
2013,12,24,315,2
2013,11,2,409,1
2013,12,24,913,1
2013,12,24,910,6
2013,11,29,438,1
2013,12,24,915,1
2013,12,24,914,2
2013,12,30,711,1
2013,10,29,405,1
2013,10,29,401,1
2013,12,8,569,4
2013,10,29,155,1
2013,10,29,157,1
2013,12,1,328,13
2013,12,1,329,1
2013,12,1,322,7
2013,12,12,749,1
2013,9,27,802,1
2013,12,1,326,2
2013,12,1,324,1
2013,12,13,756,1
2013,12,6,580,4
2013,12,6,583,4
2013,12,21,830,3
2013,12,21,833,1
2013,12,21,839,4
2013,10,1,217,13
2013,10,1,210,2
2013,12,8,309,1
2013,9,27,378,3
2013,10,16,277,1
2013,12,12,2344,2
2013,12,12,2342,1
2013,12,12,2343,1
2013,12,1,497,1
2013,12,1,498,2
2013,12,17,936,3
2013,12,17,935,1
2013,12,17,934,3
2013,11,1,2336,1
2013,10,23,462,1
2013,10,1,348,8
2013,10,23,460,1
2013,12,9,709,1
2013,11,27,805,1
2013,11,1,2332,2
2013,11,1,181,1
2013,11,1,184,2
2013,10,15,358,2
2013,12,31,2309,1
2013,11,7,298,1
2013,12,20,852,2
2013,12,20,850,5
2013,12,20,851,1
2013,12,31,2302,1
2013,11,1,2338,1
2013,11,11,383,3
2013,11,11,382,2
2013,11,11,386,1
2013,11,11,385,1
2013,11,11,388,2
2013,11,27,110,1
2013,12,10,908,1
2013,9,30,107,1
2013,11,27,119,3
2013,10,10,2251,2
2013,12,10,901,6
2013,12,17,426,3
2013,12,17,421,1
2013,12,17,420,2
2013,12,17,423,1
2013,12,17,422,7
2013,12,21,650,1
2013,12,27,910,2
2013,12,16,2801,1
2013,12,18,2802,2
2013,12,18,2801,1
2013,12,16,2802,1
2013,11,6,924,1
2013,12,17,822,4
2013,12,17,824,1
2013,12,4,392,1
2013,12,6,327,1
2013,12,6,326,1
2013,12,17,828,1
2013,12,5,837,1
2013,10,3,2302,2
2013,11,8,2310,2
2013,12,7,869,1
2013,12,7,868,1
2013,12,23,833,3
2013,12,23,830,3
2013,10,9,700,1
2013,10,9,701,1
2013,12,23,839,3
2013,12,22,570,3
2013,12,17,315,2
2013,10,9,709,1
2013,12,17,314,2
2013,12,17,313,5
2013,12,24,2329,5
2013,10,30,229,1
2013,12,11,369,17
2013,12,11,366,15
2013,12,11,367,6
2013,12,11,360,8
2013,12,11,361,3
2013,12,11,362,17
2013,12,11,363,2
2013,11,12,335,2
2013,10,9,2338,3
2013,10,9,2336,1
2013,10,9,2334,5
2013,10,9,2335,1
2013,11,12,339,2
2013,12,31,201,1
2013,12,31,202,1
2013,11,8,369,4
2013,11,3,332,2
2013,11,8,362,5
2013,12,17,318,2
2013,11,6,821,1
2013,10,11,298,13
2013,10,11,928,1
2013,12,14,841,6
2013,10,11,924,5
2013,12,14,849,5
2013,10,1,867,2
2013,10,1,866,1
2013,10,1,864,5
2013,12,5,300,1
2013,11,5,222,1
2013,11,25,497,1
2013,10,16,663,1
2013,10,16,669,6
2013,11,25,498,1
2013,12,9,569,3
2013,12,12,497,1
2013,10,22,110,1
2013,10,2,731,1
2013,10,27,110,2
2013,10,16,915,5
2013,10,16,910,17
2013,12,14,512,7
2013,12,14,513,4
2013,10,11,438,1
2013,10,11,434,3
2013,10,11,435,6
2013,10,11,432,1
2013,12,15,804,3
2013,11,30,229,2
2013,12,29,850,1
2013,10,16,392,3
2013,12,30,473,1
2013,12,30,472,1
2013,10,29,369,1
2013,12,30,474,1
2013,10,19,696,3
2013,10,29,363,5
2013,10,7,261,1
2013,10,16,396,2
2013,11,5,696,4
2013,10,16,465,1
2013,11,2,363,1
2013,11,9,653,1
2013,11,24,483,1
2013,10,1,696,1
2013,12,8,178,2
2013,9,28,405,1
2013,10,2,864,1
2013,12,8,173,1
2013,10,2,866,3
2013,10,2,867,5
2013,12,17,630,6
2013,12,17,392,2
2013,12,17,634,2
2013,12,17,636,5
2013,11,7,352,1
2013,12,17,639,1
2013,11,7,350,2
2013,11,7,351,1
2013,11,5,123,7
2013,11,5,432,3
2013,11,5,435,7
2013,11,5,126,2
2013,11,5,125,3
2013,11,5,124,1
2013,10,18,132,1
2013,10,18,133,1
2013,11,5,128,1
2013,10,5,110,1
2013,10,5,119,2
2013,12,11,569,4
2013,10,3,382,1
2013,10,3,383,1
2013,11,11,778,1
2013,11,11,779,2
2013,12,13,119,4
2013,12,15,110,1
2013,10,23,696,1
2013,12,12,361,1
2013,12,11,629,2
2013,10,18,685,1
2013,12,11,622,1
2013,10,18,689,1
2013,10,20,653,1
2013,10,20,650,1
2013,11,23,512,1
2013,12,8,790,2
2013,10,14,773,1
2013,10,3,161,1
2013,10,14,779,1
2013,10,20,2145,2
2013,10,10,2302,1
2013,11,4,2331,1
2013,11,4,2336,1
2013,11,4,2335,1
2013,12,11,190,2
2013,10,7,678,1
2013,12,19,361,3
2013,10,29,951,1
2013,9,27,910,1
2013,9,27,915,2
2013,10,2,136,1
2013,10,16,773,3
2013,9,27,918,1
2013,10,2,132,1
2013,10,2,133,1
2013,10,14,484,1
2013,10,14,485,4
2013,12,16,226,4
2013,12,16,555,1
2013,12,9,438,1
2013,12,16,557,5
2013,12,16,222,1
2013,11,1,513,1
2013,12,16,220,1
2013,11,25,934,1
2013,10,7,676,1
2013,12,16,229,3
2013,12,6,868,1
2013,12,24,901,4
2013,11,26,570,1
2013,12,22,901,2
2013,11,4,378,5
2013,12,20,444,1
2013,11,6,125,2
2013,10,10,696,1
2013,11,6,121,1
2013,11,6,123,1
2013,11,12,784,1
2013,11,6,128,1
2013,11,12,835,1
2013,10,1,472,12
2013,10,6,330,1
2013,10,1,475,2
2013,10,8,360,1
2013,10,14,951,1
2013,10,7,898,2
2013,12,17,2203,1
2013,12,23,190,1
2013,10,1,2014,1
2013,11,6,2305,1
2013,12,5,779,3
2013,11,6,2302,1
2013,10,31,277,1
2013,10,11,606,6
2013,12,13,308,1
2013,10,11,600,1
2013,11,12,161,2
2013,12,13,306,1
2013,12,13,300,3
2013,12,13,653,2
2013,12,13,650,1
2013,12,25,391,1
2013,10,5,750,2
2013,12,25,398,9
2013,10,11,249,7
2013,10,1,161,3
2013,10,5,759,1
2013,10,17,513,2
2013,10,17,512,3
2013,12,5,154,1
2013,12,5,157,1
2013,12,16,2307,1
2013,12,2,413,1
2013,12,10,2342,1
2013,12,10,2344,1
2013,12,10,2345,1
2013,10,18,914,1
2013,12,26,569,3
2013,10,18,910,7
2013,10,8,580,1
2013,10,18,913,1
2013,10,17,638,1
2013,10,9,513,1
2013,10,9,512,1
2013,11,12,611,1
2013,10,17,634,16
2013,10,17,635,2
2013,12,1,650,1
2013,12,16,651,2
2013,10,16,778,1
2013,9,29,229,1
2013,11,29,639,3
2013,10,22,308,1
2013,11,29,634,8
2013,10,17,184,1
2013,10,17,180,3
2013,10,17,183,1
2013,11,8,133,1
2013,11,8,132,1
2013,11,8,136,3
2013,11,2,173,1
2013,11,2,172,1
2013,11,2,170,2
2013,12,14,181,2
2013,12,21,822,3
2013,12,14,183,4
2013,11,2,178,3
2013,12,14,184,3
2013,11,29,184,2
2013,11,29,180,2
2013,10,10,308,1
2013,12,30,734,1
2013,10,29,133,3
2013,12,4,247,1
2013,12,1,301,1
2013,11,10,190,1
2013,12,1,309,1
2013,10,20,2338,3
2013,10,30,849,1
2013,10,10,300,1
2013,10,19,180,2
2013,10,19,181,2
2013,12,27,209,1
2013,10,19,184,6
2013,12,8,898,6
2013,12,8,328,11
2013,12,8,327,1
2013,12,8,326,3
2013,12,8,325,1
2013,12,8,324,1
2013,12,8,323,5
2013,12,8,322,6
2013,12,8,321,4
2013,12,3,378,1
2013,12,12,2329,1
2013,12,13,841,11
2013,11,2,825,1
2013,11,2,821,2
2013,12,20,873,1
2013,11,9,462,1
2013,11,9,465,1
2013,12,10,924,7
2013,12,26,217,1
2013,10,3,623,1
2013,12,16,946,3
2013,10,24,460,1
2013,10,24,462,1
2013,12,17,405,1
2013,12,17,404,1
2013,12,23,184,1
2013,12,17,401,6
2013,12,15,569,3
2013,12,17,409,4
2013,10,19,864,1
2013,10,14,388,1
2013,10,10,126,3
2013,11,6,426,1
2013,12,22,868,2
2013,12,9,378,1
2013,12,20,382,7
2013,12,20,386,2
2013,12,20,384,3
2013,12,20,385,2
2013,12,20,388,2
2013,11,4,315,2
2013,11,4,317,1
2013,11,4,312,1
2013,12,28,753,1
2013,11,4,318,2
2013,10,18,474,2
2013,12,17,924,1
2013,11,1,635,1
2013,11,27,133,1
2013,11,27,132,1
2013,11,27,136,1
2013,12,20,128,2
2013,12,20,129,1
2013,12,20,126,1
2013,12,20,127,1
2013,12,20,650,1
2013,12,20,652,1
2013,12,11,386,4
2013,12,11,384,2
2013,12,11,385,2
2013,12,11,382,13
2013,12,11,380,4
2013,11,12,318,4
2013,11,12,315,2
2013,11,12,313,1
2013,11,12,312,1
2013,12,11,388,5
2013,12,11,389,4
2013,9,30,838,2
2013,12,13,824,1
2013,9,30,388,1
2013,11,9,884,1
2013,12,13,822,8
2013,9,30,382,1
2013,9,30,380,2
2013,9,30,386,4
2013,9,30,835,2
2013,9,30,384,1
2013,9,30,385,1
2013,11,8,308,1
2013,11,8,309,1
2013,11,25,126,1
2013,11,25,124,1
2013,11,25,125,1
2013,11,25,123,1
2013,12,6,638,1
2013,12,6,635,3
2013,12,6,634,6
2013,11,6,802,2
2013,11,25,128,1
2013,11,25,129,2
2013,10,17,580,1
2013,12,12,701,2
2013,12,13,795,1
2013,10,1,802,3
2013,10,15,2381,5
2013,10,1,804,1
2013,10,17,583,1
2013,10,9,725,1
2013,10,16,608,1
2013,12,3,2295,1
2013,10,16,601,1
2013,10,16,606,1
2013,10,1,570,4
2013,10,31,2334,1
2013,10,31,2332,2
2013,10,22,170,1
2013,10,22,173,2
2013,10,31,2338,2
2013,10,2,753,1
2013,10,2,750,3
2013,10,8,111,1
2013,10,1,2203,1
2013,12,19,771,4
2013,12,14,2802,3
2013,10,27,132,1
2013,10,27,133,2
2013,12,23,766,1
2013,10,8,247,1
2013,10,16,933,1
2013,10,16,934,2
2013,10,16,936,1
2013,12,15,822,3
2013,12,15,821,1
2013,12,11,375,1
2013,12,15,825,1
2013,12,15,824,1
2013,10,11,415,2
2013,10,5,569,1
2013,12,3,908,1
2013,11,2,345,1
2013,12,31,2802,5
2013,11,7,635,2
2013,11,24,462,1
2013,10,27,374,1
2013,10,19,513,2
2013,10,19,512,7
2013,12,7,315,2
2013,12,8,155,1
2013,11,5,2305,1
2013,10,2,806,1
2013,12,27,569,2
2013,11,7,376,1
2013,11,7,378,4
2013,11,5,415,2
2013,11,5,413,6
2013,11,5,410,1
2013,10,5,178,2
2013,10,18,110,1
2013,10,5,173,2
2013,10,18,119,1
2013,10,17,379,1
2013,10,17,378,2
2013,10,17,373,1
2013,10,17,370,1
2013,10,21,843,1
2013,10,17,375,2
2013,10,15,524,1
2013,10,15,837,3
2013,10,15,835,3
2013,12,18,901,1
2013,10,3,363,2
2013,10,15,838,3
2013,9,30,2251,1
2013,12,15,173,3
2013,11,11,750,1
2013,12,15,178,5
2013,11,11,758,1
2013,11,11,759,1
2013,10,28,326,2
2013,11,29,378,1
2013,12,11,607,1
2013,12,1,696,10
2013,10,1,391,2
2013,10,2,178,1
2013,10,1,393,9
2013,10,1,392,4
2013,10,1,395,4
2013,10,1,394,4
2013,10,1,397,6
2013,11,8,688,1
2013,12,4,922,1
2013,12,4,924,3
2013,11,8,936,3
2013,10,15,782,2
2013,10,15,786,1
2013,12,1,512,1
2013,12,17,652,1
2013,12,17,650,1
2013,12,17,651,2
2013,12,17,873,5
2013,12,17,870,1
2013,12,17,871,3
2013,11,4,2310,2
2013,12,21,2305,1
2013,10,29,934,2
2013,10,29,935,1
2013,12,29,181,2
2013,12,29,180,1
2013,12,29,183,1
2013,10,2,110,1
2013,12,29,184,1
2013,10,24,583,1
2013,10,2,119,1
2013,10,24,584,1
2013,12,16,201,4
2013,11,25,915,6
2013,12,9,413,1
2013,11,25,910,3
2013,12,16,209,2
2013,12,6,840,2
2013,12,6,841,1
2013,12,6,842,1
2013,11,6,322,2
2013,11,6,323,6
2013,12,6,846,1
2013,11,6,321,2
2013,12,6,849,1
2013,11,6,328,1
2013,11,6,329,3
2013,10,2,239,1
2013,11,26,229,2
2013,11,26,555,1
2013,12,22,924,1
2013,12,22,925,2
2013,10,7,910,8
2013,12,22,922,1
2013,12,16,920,2
2013,12,20,460,2
2013,9,28,762,1
2013,11,12,766,1
2013,9,28,836,1
2013,11,12,762,2
2013,11,12,760,2
2013,11,12,761,1
2013,9,27,394,1
2013,9,27,397,2
2013,9,28,838,1
2013,12,19,569,3
2013,10,2,583,1
2013,12,10,910,10
2013,10,2,580,3
2013,10,24,851,2
2013,10,7,700,2
2013,10,7,701,2
2013,12,13,678,1
2013,12,16,2017,1
2013,12,16,2014,1
2013,12,16,2015,2
2013,12,25,914,2
2013,12,31,935,3
2013,12,17,434,5
2013,10,17,570,1
2013,12,17,2334,2
2013,12,17,432,5
2013,12,30,2329,3
2013,11,4,128,1
2013,11,4,126,2
2013,11,4,127,2
2013,11,4,125,2
2013,11,4,121,1
2013,9,27,934,1
2013,12,19,382,6
2013,10,5,484,1
2013,10,17,614,1
2013,11,1,485,2
2013,12,17,342,4
2013,10,27,838,3
2013,10,6,2338,1
2013,12,18,127,1
2013,12,18,126,1
2013,12,18,125,2
2013,12,18,121,1
2013,12,18,120,2
2013,12,18,128,1
2013,10,11,624,3
2013,10,11,623,1
2013,10,11,621,1
2013,12,30,824,1
2013,12,30,825,3
2013,12,30,821,5
2013,12,30,822,7
2013,10,10,393,3
2013,10,10,390,1
2013,11,8,111,1
2013,11,8,110,1
2013,10,7,2303,2
2013,10,7,2302,2
2013,10,28,2345,1
2013,11,2,110,2
2013,11,10,858,1
2013,10,10,238,1
2013,12,12,512,6
2013,11,28,2145,1
2013,12,30,750,1
2013,10,29,119,3
2013,10,29,110,1
2013,12,21,870,1
2013,12,27,771,3
2013,12,2,894,1
2013,10,22,328,8
2013,10,22,325,1
2013,10,22,321,1
2013,10,22,322,4
2013,12,2,898,1
2013,10,16,326,13
2013,10,1,254,4
2013,10,3,2342,3
2013,12,17,316,1
2013,10,16,321,2
2013,12,3,312,1
2013,12,3,315,1
2013,11,1,232,1
2013,11,6,635,1
2013,11,10,462,1
2013,11,10,460,1
2013,11,1,238,1
2013,10,23,420,1
2013,12,27,484,2
2013,11,30,584,2
2013,11,30,583,2
2013,11,26,940,1
2013,10,15,313,2
2013,10,15,311,1
2013,12,10,638,1
2013,12,31,2345,2
2013,12,31,2344,4
2013,12,31,2343,10
2013,11,2,804,1
2013,11,24,696,6
2013,10,24,110,1
2013,12,16,692,2
2013,12,16,923,1
2013,12,16,690,1
2013,12,16,925,1
2013,12,16,924,1
2013,12,17,461,1
2013,12,17,460,2
2013,12,17,463,2
2013,12,21,696,2
2013,12,17,465,7
2013,12,17,464,3
2013,10,19,848,1
2013,10,19,843,1
2013,12,19,2801,2
2013,12,19,2802,4
2013,10,6,635,1
2013,10,6,634,11
2013,12,25,2335,3
2013,12,9,600,1
2013,12,11,841,7
2013,12,25,2336,6
2013,11,11,922,1
2013,11,11,924,6
2013,10,18,497,1
2013,11,4,330,1
2013,11,4,337,1
2013,12,24,512,4
2013,11,4,335,1
2013,10,2,2381,1
2013,10,18,498,2
2013,10,2,623,1
2013,10,6,184,1
2013,10,6,183,1
2013,10,6,181,2
2013,12,10,498,1
2013,12,10,497,1
2013,11,3,512,2
2013,11,3,513,1
2013,10,3,910,14
2013,10,3,913,2
2013,10,3,915,7
2013,10,3,914,2
2013,12,20,107,1
2013,12,24,639,1
2013,12,12,323,6
2013,12,24,634,3
2013,12,24,635,2
2013,11,12,379,1
2013,11,12,378,6
2013,11,12,370,1
2013,11,12,373,1
2013,12,13,804,7
2013,11,12,375,2
2013,11,12,376,1
2013,9,27,700,1
2013,9,27,701,1
2013,11,1,2014,1
2013,11,1,2015,1
2013,11,1,2017,2
2013,11,8,322,11
2013,11,8,323,15
2013,11,8,324,4
2013,10,30,2302,1
2013,10,30,2303,2
2013,11,8,328,9
2013,11,8,329,3
2013,10,4,790,3
2013,11,1,301,1
2013,11,24,409,1
2013,12,24,184,2
2013,12,24,186,1
2013,12,24,180,3
2013,12,24,181,1
2013,12,24,183,2
2013,12,28,238,1
2013,10,1,825,1
2013,10,8,758,1
2013,10,1,820,1
2013,10,8,750,1
2013,10,1,828,1
2013,12,23,569,1
2013,12,19,176,1
2013,12,19,170,1
2013,12,19,173,1
2013,11,10,924,4
2013,11,10,925,1
2013,11,10,922,2
2013,12,19,178,1
2013,11,1,308,1
2013,10,16,621,1
2013,10,16,623,1
2013,10,16,629,1
2013,12,23,821,4
2013,10,22,157,1
2013,10,8,132,1
2013,12,19,711,1
2013,12,23,782,1
2013,10,7,119,1
2013,10,16,483,2
2013,10,16,484,2
2013,10,10,689,2
2013,10,6,2345,1
2013,10,10,934,3
2013,10,11,472,10
2013,10,11,473,1
2013,12,12,184,1
2013,12,16,2203,1
2013,10,11,474,20
2013,12,29,898,8
2013,12,29,895,2
2013,12,13,111,7
2013,12,13,110,2
2013,10,29,323,11
2013,10,29,322,5
2013,10,29,321,1
2013,10,29,320,1
2013,10,29,327,2
2013,10,29,326,1
2013,10,29,325,1
2013,10,29,324,5
2013,10,29,329,3
2013,10,29,328,8
2013,12,5,345,1
2013,11,2,322,7
2013,11,2,323,8
2013,11,2,321,8
2013,11,2,326,7
2013,11,2,327,1
2013,11,2,324,1
2013,11,2,325,1
2013,11,2,328,12
2013,11,2,329,1
2013,11,4,934,1
2013,11,4,936,1
2013,12,24,2344,2
2013,12,12,110,1
2013,12,10,128,2
2013,10,2,821,1
2013,10,2,825,1
2013,11,24,229,1
2013,11,5,161,2
2013,10,27,709,1
2013,10,5,157,1
2013,12,11,839,6
2013,10,5,155,1
2013,12,7,254,1
2013,11,4,689,1
2013,12,11,833,3
2013,10,17,395,1
2013,10,17,394,1
2013,10,17,397,1
2013,10,29,584,1
2013,10,29,583,1
2013,10,17,393,2
2013,10,29,580,2
2013,10,1,2112,1
2013,12,18,924,5
2013,10,21,864,1
2013,10,21,867,6
2013,12,11,709,1
2013,11,2,639,1
2013,11,2,634,8
2013,11,2,635,1
2013,10,30,898,1
2013,10,30,895,1
2013,12,9,2335,3
2013,10,3,128,1
2013,12,11,351,2
2013,11,8,915,4
2013,11,8,914,1
2013,11,8,913,1
2013,12,4,901,5
2013,11,8,910,11
2013,10,3,123,1
2013,12,11,353,6
2013,10,3,126,1
2013,12,4,908,1
2013,12,17,858,1
2013,12,17,676,2
2013,12,17,850,5
2013,11,12,322,6
2013,12,21,190,1
2013,12,17,678,5
2013,12,17,679,1
2013,12,6,371,1
2013,12,11,870,1
2013,10,29,915,6
2013,10,29,910,14
2013,10,29,913,1
2013,12,21,2329,1
2013,10,9,2145,3
2013,11,8,393,4
2013,10,2,173,2
2013,10,2,170,1
2013,12,3,121,1
2013,12,3,126,2
2013,12,3,128,1
2013,12,16,261,3
