"Year","Month","Day","Hour","Line","NumberOfOutliers"
2013,12,18,23,217,1
2013,11,5,5,323,3
2013,10,14,19,378,3
2013,9,28,19,910,4
2013,9,28,19,915,6
2013,10,24,9,934,2
2013,12,13,20,914,1
2013,12,13,20,915,2
2013,12,13,20,910,5
2013,10,20,19,2145,1
2013,11,27,2,914,1
2013,11,27,2,910,1
2013,11,6,17,825,1
2013,11,24,12,721,1
2013,10,29,8,476,1
2013,10,29,21,133,1
2013,10,15,16,843,1
2013,11,7,18,352,1
2013,11,30,15,914,2
2013,11,30,15,915,1
2013,11,30,15,910,2
2013,12,22,23,922,1
2013,12,22,23,924,1
2013,12,22,23,925,1
2013,10,22,6,330,1
2013,12,8,23,840,1
2013,10,7,19,924,2
2013,10,22,6,584,1
2013,12,8,23,849,1
2013,12,9,18,324,1
2013,12,6,23,830,1
2013,11,5,7,2343,2
2013,11,12,21,915,1
2013,11,12,21,914,1
2013,11,12,21,910,1
2013,11,3,16,178,1
2013,10,15,13,313,1
2013,9,30,21,322,6
2013,9,30,21,323,9
2013,11,1,23,934,3
2013,9,30,21,327,3
2013,9,30,21,328,1
2013,12,26,4,363,1
2013,11,10,9,934,2
2013,12,25,11,186,1
2013,11,6,19,123,1
2013,10,1,17,311,1
2013,10,1,17,313,3
2013,12,14,16,901,1
2013,12,19,18,813,1
2013,10,24,11,157,1
2013,10,1,16,924,2
2013,12,16,21,906,1
2013,10,2,15,2381,2
2013,12,17,11,338,8
2013,12,17,11,339,2
2013,11,2,13,635,2
2013,12,17,11,337,2
2013,12,17,11,334,4
2013,12,17,11,335,7
2013,12,17,11,332,4
2013,10,1,19,901,1
2013,12,24,12,315,1
2013,12,14,11,901,2
2013,12,12,10,849,1
2013,12,3,17,650,1
2013,12,12,10,841,1
2013,12,10,4,133,5
2013,10,29,19,405,2
2013,12,14,18,895,1
2013,12,14,18,898,1
2013,10,31,0,136,1
2013,12,11,9,386,1
2013,12,23,6,121,1
2013,12,23,6,120,1
2013,12,13,23,869,4
2013,12,11,9,388,3
2013,10,17,1,405,1
2013,12,7,20,2344,3
2013,12,7,20,2343,1
2013,11,2,7,915,1
2013,10,9,17,802,2
2013,10,22,13,2331,1
2013,10,9,20,512,1
2013,12,31,19,696,1
2013,10,10,19,390,1
2013,12,9,22,2329,1
2013,11,7,9,127,1
2013,12,19,15,689,2
2013,9,28,23,634,6
2013,12,1,17,322,2
2013,10,21,16,910,1
2013,12,19,23,315,3
2013,11,3,5,934,2
2013,12,21,18,696,1
2013,10,22,11,864,1
2013,12,12,21,821,1
2013,12,12,21,822,1
2013,12,11,20,825,2
2013,12,11,20,821,1
2013,12,11,20,822,2
2013,12,27,21,298,1
2013,12,8,9,830,1
2013,12,16,7,2345,1
2013,11,27,5,323,1
2013,11,27,5,322,1
2013,11,10,11,178,1
2013,12,21,3,583,1
2013,12,11,21,2342,1
2013,10,2,1,322,1
2013,10,2,1,323,3
2013,10,2,1,328,2
2013,12,31,18,915,1
2013,10,1,21,318,2
2013,11,30,3,161,1
2013,12,6,17,323,1
2013,12,17,12,605,1
2013,12,17,12,607,2
2013,12,17,12,606,2
2013,11,24,4,184,2
2013,12,17,12,600,2
2013,10,22,5,901,3
2013,12,17,23,136,1
2013,12,17,20,413,1
2013,11,4,11,317,1
2013,10,7,11,2295,1
2013,12,31,17,2343,7
2013,10,31,2,635,2
2013,12,31,17,2344,2
2013,12,18,9,771,1
2013,12,18,5,634,1
2013,12,17,15,415,5
2013,12,21,20,901,1
2013,12,4,9,650,1
2013,12,10,19,830,1
2013,12,5,18,378,1
2013,12,8,18,804,1
2013,11,6,17,125,1
2013,10,21,8,301,1
2013,12,23,20,2333,3
2013,12,23,20,2335,1
2013,12,23,20,2336,2
2013,12,15,2,924,1
2013,11,4,20,884,2
2013,12,13,21,570,2
2013,10,1,19,2338,1
2013,11,23,17,181,1
2013,11,7,23,663,1
2013,10,17,5,170,1
2013,12,17,11,870,2
2013,12,15,22,650,1
2013,12,8,10,161,1
2013,11,2,2,634,2
2013,11,2,2,635,2
2013,12,27,21,484,1
2013,10,10,5,2334,1
2013,10,7,15,838,1
2013,12,8,22,119,1
2013,10,15,23,821,1
2013,11,12,19,329,1
2013,11,12,19,328,3
2013,9,27,15,360,1
2013,12,23,15,898,1
2013,11,12,19,324,1
2013,11,12,19,323,2
2013,12,29,22,398,2
2013,12,10,5,584,2
2013,12,10,5,583,1
2013,12,10,5,580,2
2013,12,12,5,580,1
2013,12,13,23,2333,6
2013,12,13,23,2335,3
2013,12,13,23,2336,13
2013,12,13,23,2337,1
2013,12,13,15,850,1
2013,11,29,21,455,2
2013,10,15,11,790,1
2013,10,7,16,362,1
2013,10,1,13,363,1
2013,12,16,17,2345,1
2013,11,8,19,315,2
2013,12,11,8,369,6
2013,12,11,8,366,3
2013,12,11,8,367,3
2013,12,11,8,362,5
2013,12,10,13,908,1
2013,11,7,20,914,2
2013,11,30,18,901,1
2013,12,24,23,850,3
2013,12,1,18,328,1
2013,12,30,12,161,1
2013,11,5,15,884,1
2013,12,25,19,635,1
2013,10,1,23,901,6
2013,10,1,0,322,1
2013,11,24,17,363,1
2013,10,1,0,328,1
2013,11,30,20,321,1
2013,11,30,20,323,1
2013,11,30,20,322,2
2013,11,30,20,328,4
2013,10,15,17,298,2
2013,11,4,22,327,2
2013,12,16,20,766,3
2013,9,28,13,934,1
2013,12,16,20,765,1
2013,10,16,18,457,1
2013,12,29,18,849,1
2013,12,16,20,760,1
2013,12,11,10,2295,2
2013,12,28,12,154,1
2013,12,18,22,322,2
2013,12,18,22,323,4
2013,11,3,3,934,2
2013,12,19,2,382,1
2013,12,18,22,328,1
2013,12,22,7,190,1
2013,11,6,23,329,1
2013,12,19,12,125,1
2013,10,2,0,901,2
2013,12,15,18,947,1
2013,12,2,11,650,1
2013,11,10,15,155,2
2013,12,16,22,901,1
2013,12,15,21,910,2
2013,11,5,5,127,1
2013,12,15,21,915,1
2013,12,15,21,914,1
2013,12,31,22,2336,3
2013,12,28,11,2345,1
2013,10,11,18,277,2
2013,12,19,3,154,1
2013,12,19,3,155,1
2013,11,10,12,901,1
2013,10,1,7,335,1
2013,10,24,12,924,1
2013,12,7,12,634,1
2013,12,21,2,512,1
2013,12,11,13,110,1
2013,10,1,2,750,1
2013,10,16,22,178,2
2013,11,4,8,298,1
2013,12,11,16,750,1
2013,12,27,23,910,2
2013,11,27,11,328,2
2013,12,10,1,398,2
2013,10,11,21,277,4
2013,10,16,14,623,1
2013,11,10,17,804,1
2013,11,6,21,901,1
2013,11,6,23,170,1
2013,12,17,8,624,2
2013,11,4,20,413,2
2013,12,20,18,126,1
2013,10,1,17,158,2
2013,10,5,5,313,3
2013,11,1,19,910,2
2013,12,9,8,771,1
2013,12,22,5,209,1
2013,10,17,14,362,1
2013,10,18,19,922,2
2013,12,1,21,162,1
2013,11,27,17,805,1
2013,12,23,12,2345,1
2013,11,26,21,415,1
2013,12,9,20,839,2
2013,11,10,21,161,2
2013,11,1,23,837,1
2013,12,22,17,634,1
2013,12,14,22,184,1
2013,11,24,22,183,1
2013,10,15,11,329,1
2013,10,19,19,161,1
2013,9,30,23,338,1
2013,10,19,9,184,2
2013,12,21,22,650,1
2013,10,15,11,324,1
2013,11,2,19,924,2
2013,12,25,23,922,1
2013,12,25,23,925,1
2013,12,25,23,924,1
2013,12,11,23,771,1
2013,12,15,23,485,1
2013,11,26,22,136,1
2013,9,30,10,410,1
2013,11,5,20,413,3
2013,12,16,18,889,1
2013,12,16,18,880,1
2013,12,23,21,328,4
2013,10,18,22,934,3
2013,12,23,21,323,2
2013,12,23,21,322,3
2013,12,23,21,327,1
2013,12,23,21,326,1
2013,12,21,22,382,2
2013,11,2,19,696,2
2013,10,18,19,893,1
2013,11,1,3,901,1
2013,10,20,12,485,1
2013,12,8,19,898,1
2013,12,16,21,782,1
2013,10,14,13,2302,2
2013,12,31,22,308,1
2013,12,21,4,415,1
2013,12,7,1,804,2
2013,10,18,10,864,1
2013,12,11,19,924,1
2013,12,31,19,326,1
2013,12,31,19,323,2
2013,12,31,19,322,3
2013,12,16,23,557,1
2013,12,31,19,328,1
2013,12,13,22,804,2
2013,12,18,1,839,3
2013,12,31,21,580,1
2013,10,5,6,623,1
2013,12,9,22,825,1
2013,12,13,23,513,1
2013,12,13,23,512,6
2013,11,8,8,621,1
2013,12,8,21,839,1
2013,12,20,16,910,1
2013,12,8,5,178,1
2013,11,29,23,910,2
2013,11,29,23,915,1
2013,12,8,5,173,1
2013,12,7,19,154,1
2013,12,5,23,110,1
2013,11,11,9,830,1
2013,11,7,3,162,1
2013,12,2,17,778,1
2013,12,12,5,570,1
2013,11,10,21,924,1
2013,12,20,4,608,1
2013,12,27,20,358,1
2013,12,22,16,110,1
2013,12,1,21,634,1
2013,10,11,20,125,1
2013,12,17,11,128,2
2013,10,19,5,328,2
2013,11,1,20,2303,1
2013,12,29,11,308,1
2013,12,10,4,180,2
2013,12,10,6,162,1
2013,10,19,5,323,6
2013,10,19,5,322,1
2013,12,22,21,125,1
2013,10,15,23,850,1
2013,9,28,19,898,1
2013,12,27,12,2345,1
2013,11,3,16,910,1
2013,10,10,9,2145,1
2013,10,16,8,634,1
2013,10,30,23,696,4
2013,12,9,21,2336,3
2013,12,2,20,894,1
2013,10,18,19,2331,2
2013,12,29,23,634,2
2013,10,18,19,2338,1
2013,10,27,17,935,1
2013,11,5,22,162,2
2013,12,24,17,895,1
2013,10,28,9,634,1
2013,11,26,22,915,2
2013,12,11,6,570,1
2013,12,17,11,888,6
2013,11,28,10,945,1
2013,12,20,21,2802,1
2013,12,30,14,397,1
2013,12,13,14,869,2
2013,12,13,14,868,2
2013,10,9,23,315,1
2013,12,13,14,867,4
2013,10,19,5,584,2
2013,12,13,14,864,4
2013,12,21,16,158,1
2013,12,11,23,893,2
2013,12,8,10,366,1
2013,12,11,23,898,14
2013,10,29,22,940,1
2013,12,17,11,880,2
2013,12,10,20,2336,1
2013,11,25,23,239,1
2013,12,27,20,2335,1
2013,12,27,20,2333,1
2013,12,24,17,898,5
2013,11,25,10,239,1
2013,12,9,17,438,1
2013,12,20,20,127,1
2013,11,25,10,232,1
2013,12,29,21,382,1
2013,11,24,21,326,1
2013,11,24,21,323,3
2013,11,24,21,322,2
2013,10,1,18,125,1
2013,10,1,18,127,1
2013,10,1,18,120,1
2013,10,1,18,121,1
2013,12,25,12,398,3
2013,12,30,13,398,1
2013,11,29,23,2305,1
2013,10,27,21,935,2
2013,12,24,17,825,1
2013,12,24,17,822,1
2013,12,24,17,821,3
2013,10,2,10,806,1
2013,12,13,21,2802,2
2013,11,24,15,663,2
2013,12,4,10,315,1
2013,10,28,8,474,1
2013,11,3,20,497,2
2013,12,18,22,184,1
2013,11,5,1,123,1
2013,10,15,16,2345,1
2013,10,29,16,700,1
2013,12,18,15,771,1
2013,12,10,11,178,1
2013,10,10,12,669,2
2013,10,19,22,2344,1
2013,10,19,22,2343,1
2013,12,20,15,2333,1
2013,12,20,15,2336,2
2013,9,30,16,397,1
2013,10,1,11,363,2
2013,12,25,17,398,2
2013,10,7,15,701,1
2013,10,7,15,700,1
2013,12,3,12,369,1
2013,11,26,18,650,1
2013,12,7,15,2336,2
2013,10,2,17,362,2
2013,12,3,12,363,1
2013,11,24,10,363,2
2013,12,13,19,898,2
2013,11,9,21,841,1
2013,12,17,11,107,6
2013,12,13,19,893,1
2013,12,17,10,316,1
2013,9,30,14,497,1
2013,11,23,20,880,1
2013,12,24,3,570,1
2013,12,13,12,382,2
2013,12,22,20,366,5
2013,10,16,19,397,1
2013,10,17,8,635,1
2013,11,25,8,363,1
2013,12,16,5,583,1
2013,12,16,5,584,1
2013,11,29,8,583,1
2013,10,19,7,405,2
2013,12,22,22,842,1
2013,12,22,22,840,1
2013,12,15,10,910,1
2013,10,10,5,312,1
2013,12,6,13,129,1
2013,12,14,21,181,1
2013,11,9,14,867,1
2013,10,19,6,910,3
2013,10,19,6,915,3
2013,12,16,22,861,1
2013,12,17,22,934,1
2013,12,2,7,924,1
2013,12,28,11,455,1
2013,12,6,20,2303,1
2013,12,17,17,369,1
2013,12,20,21,804,2
2013,11,23,12,322,2
2013,11,23,12,323,2
2013,12,19,22,689,1
2013,11,23,12,328,1
2013,12,23,4,570,2
2013,12,24,20,635,1
2013,12,10,16,689,2
2013,12,8,1,850,2
2013,12,13,5,110,1
2013,11,3,2,180,2
2013,10,17,3,635,3
2013,10,17,3,634,9
2013,10,9,22,696,1
2013,11,26,3,570,1
2013,10,16,14,394,1
2013,11,27,15,650,1
2013,12,24,19,884,1
2013,10,16,14,393,1
2013,12,31,23,415,1
2013,11,7,23,254,2
2013,12,8,22,634,1
2013,11,12,19,821,1
2013,12,17,8,220,1
2013,12,17,8,226,3
2013,12,17,8,229,3
2013,10,10,6,629,2
2013,12,27,22,650,1
2013,12,24,17,360,1
2013,11,10,5,363,1
2013,12,21,23,570,1
2013,10,9,19,342,1
2013,11,2,3,924,1
2013,10,14,23,616,1
2013,12,22,12,161,1
2013,12,15,6,2335,1
2013,12,1,14,901,2
2013,11,8,21,128,2
2013,12,8,10,822,1
2013,12,16,20,107,2
2013,9,29,3,634,6
2013,10,6,13,910,2
2013,10,10,5,924,1
2013,10,6,13,915,2
2013,11,7,1,180,4
2013,11,7,1,184,1
2013,12,10,18,830,1
2013,10,3,3,580,1
2013,9,30,22,838,1
2013,12,31,15,170,1
2013,12,2,19,901,2
2013,11,4,12,910,1
2013,10,1,19,634,1
2013,12,2,6,650,1
2013,10,30,12,689,1
2013,12,13,17,361,1
2013,12,13,17,360,1
2013,12,13,17,366,4
2013,11,27,4,155,2
2013,11,27,4,154,1
2013,11,2,20,622,1
2013,11,2,20,623,1
2013,12,22,2,209,1
2013,10,20,21,2345,1
2013,12,14,8,805,1
2013,12,3,21,910,1
2013,12,29,21,2303,1
2013,10,14,20,328,3
2013,11,24,23,650,1
2013,12,2,23,825,1
2013,11,1,4,317,1
2013,10,18,18,901,1
2013,11,1,4,312,2
2013,10,14,14,2114,1
2013,12,17,22,327,1
2013,10,16,8,2305,1
2013,10,14,16,783,1
2013,10,14,16,781,1
2013,12,14,14,869,1
2013,12,29,10,398,1
2013,12,19,3,2336,2
2013,12,6,6,805,1
2013,11,30,13,322,1
2013,12,17,10,232,3
2013,12,8,8,910,2
2013,11,2,22,382,1
2013,11,30,13,328,1
2013,10,3,18,2336,1
2013,10,17,18,405,2
2013,11,12,12,924,2
2013,12,31,18,822,1
2013,12,17,16,806,1
2013,12,2,2,634,1
2013,12,17,16,803,1
2013,11,7,22,2343,2
2013,11,7,22,2342,1
2013,11,1,22,2145,1
2013,12,14,8,378,1
2013,12,17,10,239,5
2013,10,27,16,329,1
2013,10,8,21,461,1
2013,12,1,16,910,1
2013,12,1,16,915,2
2013,10,27,16,324,2
2013,11,30,22,328,1
2013,11,30,22,326,1
2013,11,30,22,324,1
2013,11,30,22,323,1
2013,10,27,17,363,1
2013,10,1,17,2111,2
2013,12,18,22,512,2
2013,10,1,17,2114,3
2013,12,9,18,924,1
2013,12,17,16,778,1
2013,11,12,3,634,4
2013,12,17,16,771,3
2013,12,17,16,773,3
2013,11,11,14,901,2
2013,12,27,8,308,1
2013,9,28,14,915,2
2013,12,27,23,893,1
2013,12,9,14,850,1
2013,12,18,1,366,2
2013,12,19,14,830,1
2013,12,8,5,569,2
2013,12,18,1,360,2
2013,12,27,23,898,6
2013,12,16,18,748,1
2013,11,5,21,678,2
2013,12,16,18,747,1
2013,10,17,19,914,1
2013,10,17,19,910,3
2013,12,13,18,858,1
2013,12,18,21,825,2
2013,12,13,18,852,2
2013,12,13,18,850,2
2013,12,16,16,692,2
2013,10,29,7,328,1
2013,10,9,15,324,1
2013,11,28,22,157,1
2013,11,7,23,460,1
2013,12,11,4,875,1
2013,12,16,18,298,2
2013,12,16,18,292,3
2013,10,31,6,584,1
2013,9,28,22,366,1
2013,11,4,18,363,1
2013,11,8,15,362,1
2013,12,4,17,901,1
2013,12,8,17,366,1
2013,10,16,22,326,2
2013,12,18,1,2329,1
2013,10,16,22,322,2
2013,10,16,22,323,1
2013,10,16,22,321,3
2013,12,12,16,650,1
2013,12,8,23,415,1
2013,10,6,11,750,2
2013,12,24,21,2336,1
2013,10,26,22,178,1
2013,10,6,11,759,2
2013,12,14,16,771,1
2013,12,9,8,378,2
2013,12,26,6,120,1
2013,10,14,19,709,2
2013,12,23,13,334,1
2013,10,2,6,313,2
2013,12,15,19,315,1
2013,12,17,10,125,4
2013,11,4,20,623,1
2013,10,1,9,301,2
2013,12,14,4,154,2
2013,10,29,16,867,3
2013,11,24,2,180,1
2013,11,24,2,184,1
2013,12,17,15,2203,1
2013,12,1,23,901,3
2013,12,16,7,201,1
2013,12,17,12,2345,4
2013,11,4,9,2305,1
2013,11,4,9,2302,1
2013,12,17,12,2343,8
2013,11,3,21,935,2
2013,10,17,17,2302,1
2013,10,24,14,838,1
2013,10,24,5,328,4
2013,10,19,9,229,1
2013,10,24,5,323,5
2013,10,24,5,322,6
2013,12,18,17,771,1
2013,10,7,19,386,1
2013,10,7,19,383,2
2013,10,1,17,472,2
2013,12,15,8,2345,1
2013,10,5,4,313,1
2013,12,16,18,172,1
2013,11,30,20,924,1
2013,12,14,14,180,1
2013,12,3,6,2018,1
2013,10,9,16,910,1
2013,11,10,3,924,1
2013,12,4,8,650,1
2013,11,1,12,934,2
2013,10,11,18,338,2
2013,10,11,18,337,2
2013,10,11,18,334,1
2013,10,11,18,332,1
2013,11,12,21,384,2
2013,10,14,19,2332,2
2013,12,9,22,323,1
2013,12,9,22,322,3
2013,12,9,22,324,1
2013,10,11,11,864,1
2013,9,28,19,512,1
2013,12,18,18,841,1
2013,12,16,22,758,1
2013,10,18,16,781,1
2013,12,16,22,753,3
2013,11,11,22,378,1
2013,11,7,2,183,1
2013,11,7,2,180,3
2013,11,28,1,934,1
2013,10,2,21,910,3
2013,10,2,21,915,2
2013,12,16,21,629,1
2013,11,11,16,2303,1
2013,10,11,20,623,1
2013,12,22,15,2345,2
2013,12,11,21,154,1
2013,12,21,3,154,1
2013,10,1,15,394,1
2013,12,13,18,464,2
2013,12,17,8,247,7
2013,12,24,18,913,1
2013,10,7,11,913,1
2013,10,18,17,2345,2
2013,10,27,16,634,1
2013,12,1,15,178,1
2013,12,25,14,650,1
2013,12,5,23,326,1
2013,12,5,23,328,1
2013,12,17,15,662,2
2013,10,30,8,239,1
2013,11,28,6,910,1
2013,12,16,15,401,2
2013,11,28,13,650,1
2013,12,21,23,771,1
2013,10,22,8,350,1
2013,10,7,18,226,1
2013,11,12,3,570,1
2013,12,16,17,434,2
2013,12,11,9,936,1
2013,10,9,15,864,4
2013,12,20,4,830,1
2013,12,16,22,2111,1
2013,12,16,22,2115,1
2013,11,25,23,915,2
2013,11,25,23,910,1
2013,12,13,21,924,3
2013,12,13,21,925,1
2013,12,13,21,922,2
2013,12,18,2,910,1
2013,10,9,21,634,2
2013,10,9,21,635,1
2013,10,3,16,170,2
2013,11,11,11,849,1
2013,12,25,20,893,1
2013,12,5,19,934,1
2013,12,25,20,898,1
2013,10,19,3,635,3
2013,11,5,18,363,1
2013,10,10,3,155,2
2013,10,20,6,217,1
2013,11,5,19,910,3
2013,12,11,10,315,2
2013,12,19,1,898,5
2013,11,24,5,910,1
2013,12,19,1,893,1
2013,12,19,1,895,1
2013,11,1,4,155,2
2013,12,11,23,910,1
2013,12,11,23,915,1
2013,9,27,12,432,1
2013,9,27,12,433,2
2013,12,25,20,238,1
2013,10,2,13,915,1
2013,10,2,13,910,2
2013,12,17,11,606,2
2013,12,17,11,607,2
2013,12,20,3,161,2
2013,12,17,11,601,6
2013,12,9,11,839,2
2013,11,24,23,329,2
2013,11,24,23,328,2
2013,11,24,23,326,2
2013,11,24,23,325,1
2013,11,24,23,323,3
2013,11,24,23,322,1
2013,11,24,23,321,2
2013,12,7,17,328,2
2013,11,1,3,634,2
2013,12,7,17,321,1
2013,12,21,1,804,3
2013,12,23,11,2336,1
2013,12,1,9,914,1
2013,12,1,9,915,1
2013,10,6,8,634,2
2013,12,26,16,186,1
2013,12,23,4,315,2
2013,12,30,18,315,1
2013,11,25,18,239,1
2013,12,3,19,910,2
2013,12,9,4,136,1
2013,12,21,22,925,1
2013,12,9,4,133,1
2013,10,24,11,397,1
2013,12,19,3,328,2
2013,12,19,3,323,2
2013,12,19,3,322,1
2013,10,16,18,804,1
2013,10,19,21,569,2
2013,12,24,22,833,1
2013,12,30,21,839,1
2013,12,9,15,869,1
2013,12,26,4,2345,1
2013,11,12,2,136,1
2013,11,12,2,133,1
2013,12,20,16,866,1
2013,11,23,17,2344,1
2013,12,31,11,201,1
2013,12,27,10,884,1
2013,11,27,17,328,1
2013,9,28,21,405,2
2013,12,29,22,935,1
2013,12,29,22,934,1
2013,10,9,5,750,1
2013,11,8,11,110,1
2013,10,15,22,183,5
2013,12,19,3,580,3
2013,12,19,3,584,1
2013,12,15,15,315,1
2013,12,14,20,366,3
2013,12,14,20,360,2
2013,12,17,10,906,2
2013,12,23,8,650,1
2013,11,25,5,110,1
2013,12,6,15,405,1
2013,12,17,11,462,8
2013,10,22,3,934,2
2013,12,27,23,569,1
2013,10,7,12,323,2
2013,12,14,21,898,2
2013,12,16,20,801,1
2013,12,30,1,328,1
2013,10,1,5,110,1
2013,12,15,22,2345,2
2013,12,17,11,465,10
2013,12,16,17,801,2
2013,12,3,15,2018,1
2013,12,16,17,802,1
2013,10,31,11,639,1
2013,12,26,5,512,3
2013,10,9,12,323,1
2013,12,27,9,893,1
2013,10,18,20,300,1
2013,12,17,8,584,2
2013,12,27,9,898,1
2013,10,16,7,313,2
2013,12,17,8,583,2
2013,12,16,5,2345,1
2013,12,10,23,804,4
2013,10,11,16,298,1
2013,11,23,17,922,1
2013,11,25,20,711,1
2013,12,1,2,570,1
2013,10,10,5,123,1
2013,10,10,5,121,2
2013,10,10,5,126,1
2013,11,7,10,261,2
2013,12,9,20,401,1
2013,11,6,21,313,2
2013,11,6,21,315,1
2013,9,30,18,923,2
2013,12,16,15,362,3
2013,12,16,15,363,2
2013,12,16,15,361,1
2013,10,3,14,786,1
2013,11,8,16,2343,1
2013,10,1,22,136,1
2013,12,16,15,369,2
2013,12,24,20,869,3
2013,12,17,22,398,1
2013,10,24,13,910,1
2013,12,20,2,322,1
2013,12,25,12,2345,1
2013,12,20,2,328,1
2013,12,12,21,840,1
2013,11,30,23,136,1
2013,11,30,23,133,3
2013,11,5,3,570,2
2013,10,1,11,871,1
2013,11,7,20,513,1
2013,10,29,11,910,3
2013,12,15,12,309,1
2013,11,4,9,2145,2
2013,12,17,12,190,2
2013,12,31,20,910,1
2013,11,26,19,913,1
2013,11,3,21,623,1
2013,12,22,12,398,2
2013,10,18,22,363,1
2013,10,1,13,871,1
2013,10,22,14,2331,1
2013,10,18,23,913,1
2013,10,18,23,910,1
2013,10,10,6,2801,1
2013,12,17,8,2310,4
2013,12,23,10,317,1
2013,10,9,14,2295,1
2013,10,21,5,313,1
2013,11,28,9,157,1
2013,12,17,12,226,6
2013,11,3,7,332,1
2013,10,1,3,161,2
2013,11,24,4,323,1
2013,11,8,19,404,1
2013,11,9,19,321,1
2013,11,9,19,322,3
2013,11,9,19,323,3
2013,10,1,16,158,2
2013,11,9,19,328,4
2013,11,4,6,448,1
2013,12,20,16,2336,4
2013,11,30,15,2305,1
2013,12,6,22,711,1
2013,12,20,16,2335,1
2013,12,20,16,2332,1
2013,10,2,5,313,2
2013,12,10,1,813,1
2013,12,3,21,895,1
2013,11,8,17,634,1
2013,10,2,16,375,1
2013,10,19,7,132,1
2013,9,30,10,378,1
2013,10,28,14,940,1
2013,12,25,17,934,1
2013,10,16,18,349,3
2013,10,16,18,348,3
2013,10,28,5,634,1
2013,10,1,16,329,2
2013,12,19,4,2345,1
2013,12,21,2,924,1
2013,11,12,9,2308,1
2013,12,3,11,178,1
2013,11,12,9,2302,1
2013,11,12,9,2303,1
2013,10,11,19,696,1
2013,10,11,19,691,1
2013,10,11,19,690,1
2013,10,11,19,692,2
2013,10,9,7,915,2
2013,10,9,7,910,2
2013,10,16,8,313,1
2013,12,14,14,840,1
2013,11,29,4,323,1
2013,12,27,18,398,2
2013,10,23,20,2343,1
2013,10,23,20,2342,1
2013,12,30,17,433,1
2013,12,17,8,351,1
2013,11,5,23,825,1
2013,10,2,6,901,2
2013,11,1,13,934,2
2013,12,3,6,580,2
2013,12,27,7,839,1
2013,10,2,7,378,1
2013,12,7,1,382,4
2013,12,31,22,570,2
2013,10,11,19,524,1
2013,10,20,8,2018,1
2013,12,22,9,934,1
2013,12,26,3,884,1
2013,10,1,17,2308,1
2013,10,1,17,2309,1
2013,10,14,19,292,4
2013,10,14,19,323,12
2013,10,1,17,2302,1
2013,10,14,19,298,1
2013,12,7,19,634,1
2013,10,28,5,111,1
2013,12,11,8,701,3
2013,11,11,22,924,4
2013,11,12,6,512,1
2013,11,11,17,415,2
2013,12,31,22,398,8
2013,12,19,12,781,1
2013,12,23,14,833,1
2013,10,22,12,653,1
2013,12,27,18,934,1
2013,11,2,14,653,2
2013,10,26,10,158,1
2013,10,17,13,835,1
2013,11,3,18,790,1
2013,12,18,20,2333,1
2013,12,18,20,2336,1
2013,11,2,1,867,1
2013,12,13,19,2333,2
2013,12,24,18,934,1
2013,11,12,16,761,1
2013,12,13,18,2329,1
2013,12,17,11,826,2
2013,10,2,21,323,7
2013,10,2,21,322,3
2013,11,28,12,650,1
2013,10,2,21,327,3
2013,12,11,9,329,1
2013,10,27,22,161,1
2013,10,2,21,328,5
2013,10,5,9,635,1
2013,10,19,9,924,3
2013,12,14,23,915,1
2013,12,16,16,158,2
2013,12,20,13,410,1
2013,11,24,3,162,1
2013,12,24,11,308,1
2013,12,21,19,898,3
2013,11,24,3,161,1
2013,10,9,14,802,1
2013,10,16,5,629,1
2013,10,15,23,759,1
2013,11,4,7,178,2
2013,12,24,23,711,1
2013,12,22,17,125,1
2013,12,11,3,569,1
2013,12,19,21,821,4
2013,12,19,21,822,3
2013,12,19,21,825,1
2013,11,5,13,173,1
2013,12,14,16,634,1
2013,12,7,15,463,2
2013,10,5,5,623,4
2013,10,24,1,322,2
2013,10,1,15,910,3
2013,12,11,21,821,1
2013,11,27,20,650,1
2013,10,16,22,513,1
2013,12,11,21,822,1
2013,12,11,21,825,4
2013,11,7,12,584,1
2013,10,1,18,2332,1
2013,10,16,6,2015,1
2013,10,2,4,915,5
2013,11,25,18,433,2
2013,10,2,4,910,5
2013,9,30,21,901,1
2013,12,16,15,393,2
2013,9,29,0,924,1
2013,10,1,17,395,1
2013,12,19,18,898,1
2013,10,1,17,391,1
2013,10,1,17,393,2
2013,11,2,12,405,1
2013,12,10,20,415,1
2013,11,3,20,366,1
2013,10,5,23,178,1
2013,11,30,12,455,1
2013,12,11,9,300,4
2013,10,14,19,910,1
2013,10,2,6,121,1
2013,12,1,11,261,1
2013,11,29,6,924,2
2013,10,15,14,910,3
2013,10,24,10,328,1
2013,11,26,20,934,1
2013,11,8,2,583,1
2013,12,8,11,398,2
2013,12,15,20,822,1
2013,12,18,5,2801,1
2013,10,6,18,635,1
2013,10,6,18,634,2
2013,11,26,14,133,1
2013,12,17,20,170,1
2013,12,16,15,2310,1
2013,12,16,19,837,1
2013,12,18,8,2345,1
2013,12,20,11,409,1
2013,12,18,16,426,1
2013,12,16,19,838,1
2013,12,16,19,839,1
2013,11,8,2,322,3
2013,11,8,2,323,2
2013,12,14,20,162,1
2013,11,11,18,415,1
2013,10,31,2,328,1
2013,10,5,1,362,1
2013,12,22,21,634,1
2013,10,31,2,322,1
2013,12,30,21,363,1
2013,10,31,2,327,1
2013,11,5,19,2015,2
2013,11,5,19,2018,1
